  nu       n         k        t       tcal
       3288.6235       1.3363762      0.40494901      0.29887941      0.29887886
       3288.8646       1.3357367      0.40486132      0.29893447      0.29893392
       3289.1057       1.3351541      0.40478866      0.29897509      0.29897453
       3289.3468       1.3345710      0.40478861      0.29894549      0.29894493
       3289.5880       1.3339971      0.40471159      0.29899023      0.29898968
       3289.8291       1.3333748      0.40477901      0.29889524      0.29889469
       3290.0702       1.3327581      0.40455293      0.29908388      0.29908332
       3290.3113       1.3323269      0.40428239      0.29931605      0.29931549
       3290.5524       1.3319564      0.40436952      0.29920235      0.29920180
       3290.7935       1.3314274      0.40460360      0.29894617      0.29894562
       3291.0346       1.3307447      0.40470047      0.29882230      0.29882174
       3291.2757       1.3301315      0.40446070      0.29902397      0.29902341
       3291.5168       1.3296248      0.40441839      0.29903498      0.29903443
       3291.7579       1.3291054      0.40440733      0.29901571      0.29901515
       3291.9990       1.3285645      0.40441609      0.29897715      0.29897660
       3292.2401       1.3279689      0.40446519      0.29889937      0.29889881
       3292.4812       1.3273770      0.40431996      0.29900951      0.29900895
       3292.7223       1.3268894      0.40417362      0.29912107      0.29912051
       3292.9634       1.3263945      0.40423785      0.29902879      0.29902823
       3293.2045       1.3258808      0.40414045      0.29909283      0.29909227
       3293.4456       1.3254696      0.40407967      0.29912175      0.29912120
       3293.6867       1.3249204      0.40446080      0.29872254      0.29872199
       3293.9278       1.3241572      0.40450742      0.29864620      0.29864565
       3294.1689       1.3235424      0.40413067      0.29897991      0.29897935
       3294.4100       1.3230995      0.40407602      0.29900262      0.29900207
       3294.6511       1.3226254      0.40411792      0.29893172      0.29893116
       3294.8922       1.3220597      0.40427102      0.29875281      0.29875225
       3295.1333       1.3213862      0.40434110      0.29865377      0.29865321
       3295.3744       1.3207010      0.40423759      0.29872254      0.29872198
       3295.6155       1.3200441      0.40412490      0.29880028      0.29879972
       3295.8566       1.3195082      0.40378955      0.29909421      0.29909365
       3296.0977       1.3190235      0.40381760      0.29903636      0.29903580
       3296.3388       1.3184796      0.40370746      0.29911211      0.29911155
       3296.5799       1.3179602      0.40362796      0.29915826      0.29915770
       3296.8210       1.3174005      0.40361643      0.29913829      0.29913773
       3297.0621       1.3168722      0.40338761      0.29932914      0.29932858
       3297.3032       1.3164439      0.40328503      0.29939807      0.29939751
       3297.5443       1.3159453      0.40338452      0.29927056      0.29927000
       3297.7854       1.3153897      0.40328831      0.29933259      0.29933203
       3298.0265       1.3149435      0.40310601      0.29947874      0.29947818
       3298.2676       1.3144665      0.40329212      0.29926712      0.29926656
       3298.5087       1.3138628      0.40330772      0.29922026      0.29921970
       3298.7498       1.3132611      0.40322670      0.29926712      0.29926656
       3298.9909       1.3127284      0.40308214      0.29937601      0.29937545
       3299.2320       1.3121904      0.40311216      0.29931536      0.29931480
       3299.4731       1.3115799      0.40307283      0.29932156      0.29932100
       3299.7142       1.3110351      0.40282018      0.29953529      0.29953473
       3299.9553       1.3105943      0.40272219      0.29959944      0.29959888
       3300.1964       1.3100779      0.40283590      0.29945737      0.29945680
       3300.4375       1.3094356      0.40281604      0.29944427      0.29944370
       3300.6786       1.3088827      0.40250079      0.29971881      0.29971825
       3300.9197       1.3084357      0.40240335      0.29978231      0.29978175
       3301.1608       1.3080081      0.40230318      0.29984858      0.29984802
       3301.4019       1.3075323      0.40240343      0.29971950      0.29971894
       3301.6430       1.3069707      0.40241437      0.29967672      0.29967615
       3301.8841       1.3064203      0.40234447      0.29971260      0.29971204
       3302.1252       1.3057638      0.40250002      0.29952840      0.29952783
       3302.3663       1.3050869      0.40217168      0.29981475      0.29981419
       3302.6074       1.3046309      0.40182504      0.30012073      0.30012017
       3302.8485       1.3041704      0.40188540      0.30003022      0.30002966
       3303.0896       1.3036561      0.40164538      0.30023201      0.30023145
       3303.3307       1.3033577      0.40132046      0.30051835      0.30051779
       3303.5718       1.3030399      0.40162144      0.30019399      0.30019343
       3303.8129       1.3024645      0.40184879      0.29993973      0.29993917
       3304.0540       1.3018262      0.40182817      0.29992661      0.29992605
       3304.2951       1.3011487      0.40189010      0.29983270      0.29983214
       3304.5362       1.3004315      0.40172273      0.29996183      0.29996127
       3304.7773       1.2998648      0.40131769      0.30032397      0.30032341
       3305.0184       1.2994632      0.40110745      0.30049759      0.30049703
       3305.2595       1.2990527      0.40108914      0.30048376      0.30048319
       3305.5006       1.2985858      0.40108946      0.30045124      0.30045067
       3305.7417       1.2980170      0.40119870      0.30031153      0.30031096
       3305.9828       1.2974107      0.40105465      0.30041873      0.30041816
       3306.2240       1.2967978      0.40104296      0.30039659      0.30039602
       3306.4651       1.2961712      0.40079877      0.30060140      0.30060083
       3306.7062       1.2956870      0.40046161      0.30089848      0.30089792
       3306.9473       1.2952981      0.40030589      0.30101906      0.30101850
       3307.1884       1.2948923      0.40026472      0.30102738      0.30102682
       3307.4295       1.2944206      0.40028666      0.30097332      0.30097275
       3307.6706       1.2939310      0.40020431      0.30102114      0.30102058
       3307.9117       1.2933917      0.40029705      0.30089710      0.30089653
       3308.1528       1.2927976      0.40019312      0.30096500      0.30096444
       3308.3939       1.2921800      0.40017314      0.30095045      0.30094988
       3308.6350       1.2915898      0.39988441      0.30119933      0.30119876
       3308.8761       1.2910908      0.39970482      0.30134223      0.30134166
       3309.1172       1.2906079      0.39953315      0.30147757      0.30147700
       3309.3583       1.2902055      0.39928582      0.30168798      0.30168741
       3309.5994       1.2898174      0.39932805      0.30161435      0.30161378
       3309.8405       1.2893121      0.39939030      0.30151991      0.30151934
       3310.0816       1.2886830      0.39944842      0.30142828      0.30142771
       3310.3227       1.2880759      0.39915438      0.30168242      0.30168185
       3310.5638       1.2876098      0.39895373      0.30184640      0.30184583
       3310.8049       1.2870851      0.39898446      0.30178246      0.30178189
       3311.0460       1.2865106      0.39875362      0.30197501      0.30197444
       3311.2871       1.2861046      0.39839440      0.30229572      0.30229515
       3311.5282       1.2857763      0.39838609      0.30227206      0.30227149
       3311.7693       1.2852991      0.39855791      0.30206959      0.30206902
       3312.0104       1.2846524      0.39860550      0.30198752      0.30198695
       3312.2515       1.2840150      0.39837383      0.30218020      0.30217963
       3312.4926       1.2834814      0.39813549      0.30238065      0.30238008
       3312.7337       1.2829958      0.39796269      0.30251715      0.30251658
       3312.9748       1.2825578      0.39776779      0.30267601      0.30267544
       3313.2159       1.2821130      0.39775729      0.30265301      0.30265244
       3313.4570       1.2815239      0.39783700      0.30253944      0.30253887
       3313.6981       1.2808793      0.39759584      0.30274153      0.30274096
